unit,cycle,T24,T30,T50,P15,P2,fan_speed,oil_temp,fuel_flow,timestamp
3,73,527.7230049,635.8167466,1583.743691,9.562601742,5.012874262,2366.737644,128.5624314,0.641385027,01-01-2025 00:01
1,74,521.9641862,637.2858771,1591.715619,9.848023549,5.014198401,2397.325607,125.4663129,0.750082471,01-01-2025 00:01
4,75,514.2740156,641.0858361,1582.589598,9.233031152,5.009317728,2412.810888,129.3937024,0.796099969,01-01-2025 00:01
3,76,529.7171735,634.6383502,1585.238339,8.962505358,5.151635398,2363.866333,128.3546366,0.92805306,01-01-2025 00:01
5,77,520.5281079,641.2669842,1602.284533,8.974538907,5.012937801,2364.167847,129.1838008,0.786164972,01-01-2025 00:01
2,78,522.7059035,643.1090456,1585.097011,9.037709156,5.372233007,2393.516942,132.7414052,0.910761187,01-01-2025 00:01
3,79,527.5183574,642.9158661,1603.438128,9.754413132,5.147783524,2367.350378,129.6203109,0.818096325,01-01-2025 00:01
1,80,530.9192471,638.4577891,1579.585316,9.01254908,4.853897172,2364.65522,124.1515177,0.691645445,01-01-2025 00:01
4,81,517.7943095,638.6534615,1601.137748,9.362642422,5.086329212,2339.001703,127.205111,0.699398504,01-01-2025 00:01
4,82,519.6920461,647.3767993,1585.506036,9.163447012,4.957736184,2375.833894,130.3393256,0.786564359,01-01-2025 00:01
3,83,527.0218086,637.32793,1589.138538,9.07141559,5.27777488,2387.583204,128.2461743,0.609301294,01-01-2025 00:01
3,84,517.1546232,635.3180209,1598.150106,9.770760567,4.858087759,2377.259514,130.1137556,0.810130949,01-01-2025 00:01
1,85,509.0578199,639.9778349,1600.926137,9.298448776,4.955949595,2366.881124,128.7068982,0.921653779,01-01-2025 00:01
4,86,522.9930601,636.8985212,1596.197678,9.499618957,5.467490662,2379.154392,131.1672555,0.718239533,01-01-2025 00:01
1,87,520.0218744,644.5969115,1590.313741,9.547833641,4.978718575,2348.086431,129.358844,0.711441164,01-01-2025 00:01
1,88,517.9552201,646.6093568,1593.634015,9.243322662,4.850660633,2401.468541,127.6594203,0.64271993,01-01-2025 00:01
2,89,515.6991598,639.6299998,1601.54977,9.12332458,4.973742116,2362.955608,127.9760804,0.951030648,01-01-2025 00:01
1,90,523.3806876,645.0590643,1597.173246,9.638780541,4.715588458,2338.272144,127.5353921,0.924259879,01-01-2025 00:01
2,91,525.7283244,640.1243442,1597.23162,9.844049012,5.138670159,2389.173311,129.5469065,0.64688695,01-01-2025 00:01
5,92,531.6417847,645.3457699,1595.591921,9.304417602,5.148251126,2381.918515,127.3807467,0.967298178,01-01-2025 00:01
2,93,527.2043331,645.3133195,1585.980193,9.577655186,5.478774186,2375.052338,127.1490273,0.631117208,01-01-2025 00:01
1,94,524.1988943,641.6008742,1581.454385,9.419937568,5.073052168,2395.142662,126.2857575,0.780667511,01-01-2025 00:01
2,95,519.5612996,643.521029,1594.119874,9.553360634,5.274071665,2374.180825,129.6022516,0.870878721,01-01-2025 00:01
4,96,515.3511493,635.3671407,1597.730211,9.619633361,5.030283997,2407.602227,127.1131683,0.975686385,01-01-2025 00:01
4,97,515.9694594,643.2411835,1579.237944,9.328982033,4.918931856,2397.608567,128.8931453,0.772834944,01-01-2025 00:01
5,98,525.5479991,643.2144526,1593.40183,8.878510087,5.192393947,2379.749489,131.4522989,0.898545227,01-01-2025 00:01
2,99,524.0212626,637.4548931,1583.773001,9.890731019,5.232598725,2368.970778,128.9760684,0.798619672,01-01-2025 00:01
3,100,528.7733411,637.3891232,1595.132133,9.346589892,4.964869353,2388.027203,129.6763043,0.634701796,01-01-2025 00:01
3,101,520.4373728,638.2338259,1587.471672,9.419414989,5.142926364,2406.345716,129.0872125,0.944875017,01-01-2025 00:01
3,102,515.791161,639.7630091,1592.480163,9.311141368,4.87737442,2378.702281,129.8112079,0.898471838,01-01-2025 00:01
1,103,519.8141232,637.7089846,1581.722149,9.592810235,5.097146824,2337.311338,125.6277169,0.770994421,01-01-2025 00:01
5,104,519.0856834,641.6773234,1592.861577,9.280408737,5.3812743,2362.859127,127.6452087,0.618434792,01-01-2025 00:01
1,105,520.2916041,637.4328855,1587.940128,9.463105454,5.280586123,2361.360222,129.2971845,0.926351156,01-01-2025 00:01
2,106,518.4483877,635.5391049,1593.926914,9.743005316,5.180735367,2402.53727,126.4899568,0.752671103,01-01-2025 00:01
5,107,518.6810586,635.9062632,1583.208594,9.884426231,5.243219786,2398.648722,129.0231651,0.885850956,01-01-2025 00:01
1,108,523.0987608,631.5379521,1578.783435,9.365946836,5.178741232,2400.018523,129.8907917,0.858308017,01-01-2025 00:01
5,109,521.5781491,642.7932538,1584.797817,9.713995761,5.255621736,2396.37678,129.0553154,0.762317257,01-01-2025 00:01
1,110,517.5638381,639.6595585,1590.216031,9.625927113,5.48237732,2378.06754,126.0624582,0.852972104,01-01-2025 00:01
1,111,513.3548531,639.2993361,1597.120147,9.716331468,5.274400979,2365.830949,132.0251887,0.875892813,01-01-2025 00:01
5,112,537.9392588,639.4130362,1588.903776,9.920057075,5.244535495,2364.634508,127.1219108,0.947077611,01-01-2025 00:01
1,113,520.1805063,643.3257385,1604.091084,9.126249742,5.175276606,2389.346175,131.3255867,0.707968652,01-01-2025 00:01
2,114,527.5324476,644.716564,1592.764632,9.446493842,5.144578768,2392.943509,129.2591846,0.87232135,01-01-2025 00:01
2,115,511.9161195,638.0304646,1588.140992,9.424545063,5.236558237,2338.764696,129.8498923,0.717921883,01-01-2025 00:01
3,116,520.3280073,646.1118465,1596.243914,9.055362648,5.124398752,2396.691445,129.5316279,0.869125432,01-01-2025 00:01
2,117,514.2207305,637.9755785,1595.346268,9.658054967,5.012624553,2386.289098,130.0835215,0.788383107,01-01-2025 00:01
2,118,523.0407428,635.2880623,1594.141156,9.169727557,5.043702805,2428.506191,129.2473699,0.912649697,01-01-2025 00:01
3,119,519.627878,641.9762147,1585.594573,9.055424637,5.154268778,2369.92302,129.4370652,0.839702444,01-01-2025 00:01
4,120,519.5741711,639.417659,1586.83999,9.106414332,5.247303361,2395.453644,126.317869,0.86743807,01-01-2025 00:01
4,121,526.0545443,637.1122988,1583.102178,9.730315609,5.269818265,2339.460848,132.7468916,0.634947027,01-01-2025 00:02
3,122,509.803294,635.1479998,1589.857144,9.614848987,4.710757149,2427.513014,131.1925399,0.749814878,01-01-2025 00:02
4,123,530.0811838,634.329268,1591.543475,9.802075784,5.394205118,2358.535692,131.2121758,0.648605128,01-01-2025 00:02
1,124,523.4520931,642.2406198,1593.922128,9.518426031,5.447298603,2398.265296,129.733615,0.857863559,01-01-2025 00:02
4,125,520.4690769,648.7980331,1590.401837,9.800583117,5.4807998,2375.472965,127.4370419,0.618126364,01-01-2025 00:02
5,126,525.1201961,639.2588007,1575.075927,9.691074,4.866137597,2362.161674,132.143309,0.801238154,01-01-2025 00:02
3,127,519.650218,638.4520459,1587.874476,9.224660244,4.965528767,2356.777639,130.9266508,0.969322289,01-01-2025 00:02
5,128,520.9114447,641.0685987,1585.7384,10.32517638,4.837048834,2405.958014,128.3736227,0.707428518,01-01-2025 00:02
2,129,521.3279021,642.9554803,1597.609767,8.917875153,5.018605708,2422.120658,134.0054841,0.655295146,01-01-2025 00:02
2,130,522.2769608,640.0781342,1590.317354,9.616168093,5.093104537,2420.401286,125.3160342,0.987634847,01-01-2025 00:02
5,131,521.674398,636.458697,1590.84545,9.177163213,5.244965494,2378.554975,130.3173543,0.622705883,01-01-2025 00:02
5,132,523.96123,638.5039242,1593.927363,9.344228436,5.573672409,2385.811348,128.7383,0.796297478,01-01-2025 00:02
2,133,511.2600279,638.8192931,1590.243111,9.211732638,5.265934365,2382.524133,126.8389753,0.608950931,01-01-2025 00:02
2,134,522.0365605,639.0731858,1577.239902,9.657946363,5.321615377,2378.603164,126.806007,0.751944912,01-01-2025 00:02
4,135,526.8345174,637.2308833,1589.591113,9.545936189,5.234473614,2386.292569,129.6035357,0.669505331,01-01-2025 00:02
3,136,518.85516,641.4110493,1593.833106,9.578786891,5.065689324,2378.657513,130.2731791,0.90806305,01-01-2025 00:02
1,137,517.153929,635.2213382,1586.90163,9.731471799,5.295539672,2387.270108,129.9001519,0.631598163,01-01-2025 00:02
1,138,521.801735,638.1332523,1592.893809,9.411517597,5.484887546,2360.267479,129.3799929,0.963818753,01-01-2025 00:02
1,139,516.4619156,635.0474173,1598.956636,9.393039936,4.968525694,2389.812971,126.945388,0.871292518,01-01-2025 00:02
3,140,506.5439053,638.0921018,1585.449602,9.329855713,5.376427008,2366.939842,128.2851332,0.752370452,01-01-2025 00:02
5,141,515.7312943,640.5319102,1591.318645,9.331458001,5.352031797,2368.152826,127.6485955,0.830519005,01-01-2025 00:02
3,142,523.2023391,640.1549461,1595.351539,9.39814022,4.927767189,2360.301407,127.826681,0.703430298,01-01-2025 00:02
1,143,522.5919444,638.6931765,1575.935917,9.399603322,5.074564613,2371.321898,130.1609255,0.789304112,01-01-2025 00:02
2,144,519.2085327,645.3785018,1595.51115,9.68576962,5.245492928,2368.14589,127.4471389,0.984033465,01-01-2025 00:02
3,145,521.5621137,639.9474472,1588.667282,9.884687725,4.78493196,2414.987015,127.5927405,0.905907128,01-01-2025 00:02
4,146,518.6086082,637.5280219,1583.349745,9.282920808,5.128921259,2382.037326,131.6363297,0.845182287,01-01-2025 00:02
2,147,521.3260114,643.7421586,1591.573215,9.552056475,5.330894087,2386.020549,128.9147,0.747958054,01-01-2025 00:02
5,148,521.0956453,640.5512578,1583.105799,9.164646788,5.137522011,2359.07841,128.1963991,0.952988378,01-01-2025 00:02
2,149,512.4701171,647.7788886,1596.584304,9.883782681,5.018048269,2394.413262,130.6687003,0.831976389,01-01-2025 00:02
3,150,516.8943821,638.1482764,1588.623782,9.508565514,5.319242938,2356.245183,129.3807132,0.930644533,01-01-2025 00:02
2,151,515.5810282,641.468796,1587.941558,9.306231325,5.417156586,2374.997562,128.9706598,0.959763056,01-01-2025 00:02
5,152,525.3894761,634.8382882,1590.519702,9.416724988,5.237614164,2371.051638,127.5964167,0.719946805,01-01-2025 00:02
4,153,516.7795211,638.9722305,1593.433252,9.492755096,5.129558312,2364.598667,133.0116346,0.7406424,01-01-2025 00:02
4,154,515.4228506,637.8527473,1588.907824,9.604696271,4.965810283,2395.419874,131.559258,0.861212742,01-01-2025 00:02
3,155,514.4806992,635.314481,1590.158022,9.716541812,5.273197896,2382.03931,129.3176648,0.696536417,01-01-2025 00:02
4,156,523.1324047,639.2989299,1591.158377,10.21448915,5.221082881,2379.593687,127.3702393,0.853183619,01-01-2025 00:02
2,157,510.9467635,642.8012211,1585.962781,8.964944466,4.727493403,2366.085732,124.6737356,0.828824191,01-01-2025 00:02
5,158,515.7853615,653.1878703,1597.931557,9.794191607,5.093467942,2400.415626,127.8166159,0.666667453,01-01-2025 00:02
5,159,520.5369531,641.0961763,1588.954145,9.733695405,5.066327512,2408.604357,128.9876728,0.875059364,01-01-2025 00:02
3,160,519.2445475,632.8180292,1586.60729,8.784481551,5.229941792,2388.34065,137.2088576,0.963834445,01-01-2025 00:02
5,161,509.554471,646.4945251,1596.270792,9.569855478,5.076658276,2396.515119,127.9987984,0.740329868,01-01-2025 00:02
1,162,515.1174255,641.8608122,1592.966511,9.221572045,5.584763906,2333.067533,132.436198,0.743866658,01-01-2025 00:02
3,163,518.56867,640.7260335,1587.204472,9.228548482,4.944586118,2407.330869,133.4981286,0.666661891,01-01-2025 00:02
2,164,515.6893533,638.6739798,1583.224648,9.980414759,4.991685432,2368.674429,130.7799741,0.816357914,01-01-2025 00:02
2,165,513.179592,645.6847579,1591.735802,9.46911508,4.718328795,2359.027803,129.1039096,0.849314201,01-01-2025 00:02
3,166,530.0353234,642.8624829,1585.581777,9.29811257,5.148038643,2393.361644,128.6512261,0.814624546,01-01-2025 00:02
4,167,516.9537323,642.2183203,1588.009879,9.854624186,5.356159449,2361.385079,131.7625831,0.807757997,01-01-2025 00:02
1,168,526.4334495,634.64478,1591.215921,8.784976094,5.0228191,2384.086706,127.2118673,0.6833765,01-01-2025 00:02
1,169,520.5553281,644.1628028,1601.488446,9.750112388,5.056170916,2373.969241,126.133701,0.844553932,01-01-2025 00:02
1,170,518.4655578,640.2728319,1597.182314,9.86536889,5.097228088,2399.933067,128.0896804,0.839298368,01-01-2025 00:02
3,171,520.0421898,641.9715819,1597.396743,9.014456803,4.813174919,2348.058246,126.8843031,0.697277232,01-01-2025 00:02
3,172,517.643843,633.4143416,1586.423371,9.555910136,4.812138578,2378.186743,126.0363765,0.902837408,01-01-2025 00:02
2,173,522.7834063,635.9779789,1590.751107,9.785792274,5.252145421,2404.897255,128.5973312,0.818766134,01-01-2025 00:02
5,174,515.7179091,642.7733074,1591.868013,10.02671118,5.30652336,2373.104259,125.5784722,0.637173224,01-01-2025 00:02
4,175,516.2469524,640.1042883,1593.981335,9.395588691,4.959663394,2357.12536,127.4749881,0.723533845,01-01-2025 00:02
4,176,519.9632447,638.9937929,1587.451624,9.49121842,4.734593839,2405.73464,129.5576102,0.760292774,01-01-2025 00:02
2,177,532.0817356,637.5085794,1593.018655,9.768873913,5.038483087,2367.328455,129.2303666,0.805424755,01-01-2025 00:02
3,178,516.4971078,644.3675258,1584.061366,9.789404844,5.268868356,2384.348008,124.586192,0.931909558,01-01-2025 00:02
2,179,520.1850468,642.9900463,1590.261456,9.381151159,4.930383081,2405.0143,127.1439931,0.734819121,01-01-2025 00:02
3,180,514.7221798,647.2378135,1592.766495,9.420234507,4.918657635,2368.932885,130.9150711,0.812862472,01-01-2025 00:02
4,181,512.3761592,645.4504257,1601.202563,9.163086598,5.256653349,2402.728292,131.1310112,0.894196981,01-01-2025 00:03
4,182,518.2858261,637.384891,1584.787647,8.945504641,4.84823608,2399.016969,129.780677,0.874070986,01-01-2025 00:03
2,183,520.2770095,636.1697505,1593.846965,9.284821421,4.994360154,2393.667508,129.3689667,0.749733452,01-01-2025 00:03
3,184,510.0248819,648.7984848,1587.696136,9.726403628,4.925314409,2393.353444,130.2203931,0.721418554,01-01-2025 00:03
4,185,528.9159987,644.7406248,1584.346033,9.660452607,5.143790842,2385.456497,127.1900081,0.809711379,01-01-2025 00:03
3,186,519.2754774,638.2254506,1590.617094,9.477908957,5.301983481,2386.990544,130.3977678,0.874357475,01-01-2025 00:03
3,187,516.2139064,640.6668969,1581.640002,9.328343714,5.097137988,2362.587887,127.3914437,0.697932945,01-01-2025 00:03
1,188,515.7162864,640.0872764,1600.996156,9.47594951,5.187318217,2395.319146,127.6302172,0.850771405,01-01-2025 00:03
5,189,518.4378634,639.793389,1590.07171,9.502031318,5.708619634,2385.682666,123.4930307,0.732145497,01-01-2025 00:03
3,190,520.8385011,641.082767,1599.887626,9.598945301,5.311182425,2366.340218,128.9450779,0.877766261,01-01-2025 00:03
5,191,529.222979,642.885494,1592.980261,9.829871307,5.102791988,2405.473878,127.4407837,0.855416009,01-01-2025 00:03
5,192,513.8964496,639.2196689,1584.808097,9.426546952,5.045547361,2387.951865,131.1386892,0.73257325,01-01-2025 00:03
5,193,527.0666041,645.6870051,1585.481506,9.713751958,5.549419121,2364.425482,126.7621328,0.830022765,01-01-2025 00:03
3,194,525.8590582,646.1151282,1585.070337,9.431327651,5.121360938,2378.437015,126.2697955,0.745059604,01-01-2025 00:03
5,195,518.2078179,644.3348369,1587.762988,9.401648901,5.092873211,2363.516955,133.5615273,0.991910117,01-01-2025 00:03
2,196,531.7959477,639.3464466,1589.961655,9.771016153,5.417865087,2412.103191,130.547423,0.674294113,01-01-2025 00:03
1,197,520.0552187,631.9376796,1598.44514,9.341182686,4.88450081,2387.538656,127.5994833,0.707154803,01-01-2025 00:03
2,198,504.1493828,640.5561987,1587.014381,9.535908379,5.216857941,2377.547699,127.5700473,0.900851391,01-01-2025 00:03
5,199,519.1115869,635.2317924,1588.764061,9.492209014,5.123365527,2395.308352,132.4642927,0.748635034,01-01-2025 00:03
2,200,517.7790855,634.8596336,1580.5098,9.151137113,5.299555621,2357.312289,130.7790014,0.875934994,01-01-2025 00:03
5,201,522.7206569,642.4567257,1585.827746,8.918779278,4.970745438,2384.006465,128.3672733,0.607152794,01-01-2025 00:03
3,202,510.9332895,645.6905924,1591.812601,9.507567443,5.113745376,2364.601361,129.063425,0.78707021,01-01-2025 00:03
4,203,526.587145,648.2985385,1594.686923,8.896602525,5.007475269,2362.661922,128.0167466,0.90421627,01-01-2025 00:03
3,204,523.4667603,637.9182518,1576.237805,9.397676312,5.145593363,2371.163906,129.5072202,0.964540896,01-01-2025 00:03
2,205,520.845505,633.3819492,1593.609973,9.475973781,4.997709998,2370.906895,131.0953112,0.81849309,01-01-2025 00:03
2,206,521.4871587,636.9463068,1588.908127,9.761713192,4.816865745,2391.58734,126.4493982,0.806903977,01-01-2025 00:03
1,207,520.1243743,639.7003272,1571.167826,9.753138709,5.342468811,2377.557066,131.9369069,0.717137281,01-01-2025 00:03
3,208,518.1984426,636.3281175,1596.250692,9.311970702,5.095625208,2376.667835,130.6418791,0.829998435,01-01-2025 00:03
1,209,530.9105625,641.490227,1588.747352,9.301449649,5.51529304,2391.349346,129.9854549,0.81797087,01-01-2025 00:03
5,210,525.1961692,641.8400875,1583.892955,9.556269203,5.032613899,2403.480691,127.0174686,0.981635279,01-01-2025 00:03
1,211,525.8368516,644.6140543,1587.503725,9.364146425,5.159207613,2358.722783,131.6090404,0.753362245,01-01-2025 00:03
1,212,521.3377692,641.2231595,1589.857387,9.313401414,5.042835911,2395.849416,130.1837246,0.615226236,01-01-2025 00:03
5,213,516.0994667,640.7250777,1601.213842,10.14167346,5.25348159,2447.288535,130.0827078,0.719086627,01-01-2025 00:03
1,214,519.414586,637.6160426,1587.135916,9.284104996,4.885486685,2381.951406,127.4195773,0.932522119,01-01-2025 00:03
4,215,518.2890897,635.1593431,1596.066035,9.04789512,5.070090261,2378.758147,129.13876,0.875140936,01-01-2025 00:03
3,216,515.4761,644.4524149,1583.71811,9.708984876,4.969325602,2368.860366,122.5122543,0.795646012,01-01-2025 00:03
1,217,517.829318,644.6088721,1590.976226,9.211196455,4.878691486,2364.56037,128.9314978,0.810519911,01-01-2025 00:03
4,218,519.5804257,641.8464349,1596.719463,9.666613223,5.196408892,2345.428115,127.4396281,0.782941988,01-01-2025 00:03
5,219,523.4664043,648.7375963,1596.218692,9.723222582,5.064634223,2374.429489,129.2792191,0.722332272,01-01-2025 00:03
1,220,528.1830944,636.3425214,1588.076503,10.23208282,5.238452333,2393.299185,129.4806522,0.642661681,01-01-2025 00:03
5,221,531.1795682,640.5384415,1594.777182,9.626037028,4.960884936,2398.249436,127.5917508,0.627960766,01-01-2025 00:03
1,222,520.5940886,641.3980212,1592.388886,9.596598692,4.871664873,2389.060287,128.5678287,0.917804068,01-01-2025 00:03
