timestamp,tag,value
01-01-2025 00:00,Plant01.Kiln1.Press,442.4099766
01-01-2025 00:00,Plant01.Kiln1.Temp,481.2577403
01-01-2025 00:00,Plant02.Kiln2.Press,154.0137464
01-01-2025 00:00,Plant01.Kiln1.Press,404.6729947
01-01-2025 00:00,Plant01.Kiln1.Temp,383.9869687
01-01-2025 00:00,Plant03.Kiln3.Press,984.4877949
01-01-2025 00:00,Plant03.Kiln3.Press,630.5579886
01-01-2025 00:00,Plant02.Kiln2.Temp,594.0563811
01-01-2025 00:00,Plant03.Kiln3.Temp,1105.654032
01-01-2025 00:00,Plant01.Kiln1.Temp,847.6106554
01-01-2025 00:00,Plant03.Kiln3.Temp,343.6905629
01-01-2025 00:00,Plant02.Kiln2.Temp,644.4144258
01-01-2025 00:00,Plant03.Kiln3.Temp,274.7039537
01-01-2025 00:00,Plant01.Kiln1.Press,1165.955382
01-01-2025 00:00,Plant01.Kiln1.Temp,105.6630023
01-01-2025 00:00,Plant02.Kiln2.Press,988.781713
01-01-2025 00:00,Plant02.Kiln2.Press,603.2150956
01-01-2025 00:00,Plant01.Kiln1.Temp,412.1847914
01-01-2025 00:00,Plant02.Kiln2.Press,1115.455974
01-01-2025 00:00,Plant03.Kiln3.Press,104.4977304
01-01-2025 00:00,Plant03.Kiln3.Press,76.72391751
01-01-2025 00:00,Plant02.Kiln2.Press,608.2989082
01-01-2025 00:00,Plant01.Kiln1.Temp,272.3682976
01-01-2025 00:00,Plant01.Kiln1.Temp,481.3187102
01-01-2025 00:00,Plant03.Kiln3.Temp,481.9965775
01-01-2025 00:00,Plant03.Kiln3.Temp,1024.435592
01-01-2025 00:00,Plant03.Kiln3.Press,1010.954916
01-01-2025 00:01,Plant02.Kiln2.Temp,445.5152237
01-01-2025 00:01,Plant01.Kiln1.Press,792.6672002
01-01-2025 00:01,Plant01.Kiln1.Temp,1009.560386
01-01-2025 00:01,Plant03.Kiln3.Temp,532.0465691
01-01-2025 00:01,Plant01.Kiln1.Temp,158.8748939
01-01-2025 00:01,Plant01.Kiln1.Press,137.0523228
01-01-2025 00:01,Plant03.Kiln3.Press,405.5481741
01-01-2025 00:01,Plant01.Kiln1.Press,572.8702904
01-01-2025 00:01,Plant01.Kiln1.Press,351.7413503
01-01-2025 00:01,Plant01.Kiln1.Press,95.00001267
01-01-2025 00:01,Plant02.Kiln2.Temp,128.4908708
01-01-2025 00:01,Plant01.Kiln1.Press,270.3881814
01-01-2025 00:01,Plant03.Kiln3.Press,941.5020466
01-01-2025 00:01,Plant01.Kiln1.Temp,105.7463818
01-01-2025 00:01,Plant03.Kiln3.Temp,463.0794096
01-01-2025 00:01,Plant02.Kiln2.Temp,968.1384631
01-01-2025 00:01,Plant03.Kiln3.Temp,239.2091762
01-01-2025 00:01,Plant02.Kiln2.Press,430.4422889
01-01-2025 00:01,Plant03.Kiln3.Press,964.9919698
01-01-2025 00:01,Plant02.Kiln2.Press,879.5305906
01-01-2025 00:01,Plant03.Kiln3.Temp,751.9208196
01-01-2025 00:01,Plant03.Kiln3.Temp,1054.736187
01-01-2025 00:01,Plant02.Kiln2.Press,352.7568339
01-01-2025 00:01,Plant02.Kiln2.Press,673.2400712
01-01-2025 00:01,Plant02.Kiln2.Temp,219.5601818
01-01-2025 00:01,Plant02.Kiln2.Temp,125.2372651
01-01-2025 00:01,Plant02.Kiln2.Temp,686.7045096
01-01-2025 00:01,Plant03.Kiln3.Press,445.8430793
01-01-2025 00:01,Plant02.Kiln2.Temp,541.312485
01-01-2025 00:01,Plant02.Kiln2.Press,640.8575807
01-01-2025 00:01,Plant03.Kiln3.Temp,1175.117485
01-01-2025 00:01,Plant01.Kiln1.Press,811.1456261
01-01-2025 00:01,Plant02.Kiln2.Temp,1130.621176
01-01-2025 00:01,Plant02.Kiln2.Temp,386.7314368
01-01-2025 00:01,Plant03.Kiln3.Press,103.8600078
01-01-2025 00:01,Plant01.Kiln1.Press,1008.667739
01-01-2025 00:01,Plant03.Kiln3.Press,532.6560954
01-01-2025 00:01,Plant02.Kiln2.Press,305.0732347
01-01-2025 00:01,Plant01.Kiln1.Temp,813.3327574
01-01-2025 00:01,Plant02.Kiln2.Temp,675.9254613
01-01-2025 00:01,Plant03.Kiln3.Temp,967.1976042
01-01-2025 00:01,Plant01.Kiln1.Press,342.8741053
01-01-2025 00:01,Plant01.Kiln1.Press,729.6015654
01-01-2025 00:01,Plant01.Kiln1.Press,959.4552541
01-01-2025 00:01,Plant02.Kiln2.Press,177.700543
01-01-2025 00:01,Plant02.Kiln2.Temp,464.381695
01-01-2025 00:01,Plant03.Kiln3.Temp,301.4089238
01-01-2025 00:01,Plant01.Kiln1.Temp,1160.435712
01-01-2025 00:01,Plant01.Kiln1.Temp,139.295689
01-01-2025 00:01,Plant01.Kiln1.Press,609.1317855
01-01-2025 00:01,Plant01.Kiln1.Press,519.221921
01-01-2025 00:01,Plant02.Kiln2.Press,1158.074727
01-01-2025 00:01,Plant01.Kiln1.Press,212.9327869
01-01-2025 00:01,Plant02.Kiln2.Press,253.083415
01-01-2025 00:01,Plant01.Kiln1.Temp,199.9641033
01-01-2025 00:01,Plant02.Kiln2.Temp,831.5914724
01-01-2025 00:01,Plant03.Kiln3.Temp,1048.116337
01-01-2025 00:01,Plant02.Kiln2.Temp,623.8621801
01-01-2025 00:01,Plant03.Kiln3.Press,423.8689982
01-01-2025 00:01,Plant02.Kiln2.Press,1118.583543
01-01-2025 00:02,Plant03.Kiln3.Press,240.1737668
01-01-2025 00:02,Plant01.Kiln1.Temp,526.8245571
01-01-2025 00:02,Plant03.Kiln3.Temp,285.9343256
01-01-2025 00:02,Plant03.Kiln3.Press,655.3342102
01-01-2025 00:02,Plant02.Kiln2.Temp,481.425688
01-01-2025 00:02,Plant01.Kiln1.Temp,1080.580132
01-01-2025 00:02,Plant01.Kiln1.Temp,238.2827795
01-01-2025 00:02,Plant02.Kiln2.Temp,115.8346965
01-01-2025 00:02,Plant02.Kiln2.Press,485.7158838
01-01-2025 00:02,Plant01.Kiln1.Temp,122.9292101
01-01-2025 00:02,Plant02.Kiln2.Press,720.7826698
01-01-2025 00:02,Plant01.Kiln1.Temp,176.8778625
01-01-2025 00:02,Plant01.Kiln1.Temp,376.5599745
01-01-2025 00:02,Plant01.Kiln1.Temp,770.59825
01-01-2025 00:02,Plant01.Kiln1.Press,1115.851192
01-01-2025 00:02,Plant03.Kiln3.Temp,1085.326508
01-01-2025 00:02,Plant01.Kiln1.Temp,742.5291416
01-01-2025 00:02,Plant02.Kiln2.Press,426.5169366
01-01-2025 00:02,Plant03.Kiln3.Temp,561.697969
01-01-2025 00:02,Plant02.Kiln2.Temp,956.0896835
01-01-2025 00:02,Plant02.Kiln2.Temp,600.9845984
01-01-2025 00:02,Plant02.Kiln2.Temp,1054.821674
01-01-2025 00:02,Plant01.Kiln1.Temp,394.0944643
01-01-2025 00:02,Plant03.Kiln3.Press,451.7996135
01-01-2025 00:02,Plant03.Kiln3.Press,572.8713279
01-01-2025 00:02,Plant01.Kiln1.Temp,1099.394415
01-01-2025 00:02,Plant02.Kiln2.Press,321.220935
01-01-2025 00:02,Plant02.Kiln2.Press,489.9980708
01-01-2025 00:02,Plant02.Kiln2.Press,259.0827508
01-01-2025 00:02,Plant01.Kiln1.Press,987.7445035
01-01-2025 00:02,Plant02.Kiln2.Press,776.3624632
01-01-2025 00:02,Plant02.Kiln2.Press,1160.429718
01-01-2025 00:02,Plant01.Kiln1.Press,1043.323751
01-01-2025 00:02,Plant03.Kiln3.Press,505.405274
01-01-2025 00:02,Plant03.Kiln3.Temp,182.7367371
01-01-2025 00:02,Plant03.Kiln3.Press,236.489095
01-01-2025 00:02,Plant01.Kiln1.Temp,1003.267127
01-01-2025 00:02,Plant03.Kiln3.Temp,196.0296639
01-01-2025 00:02,Plant01.Kiln1.Temp,1134.165983
01-01-2025 00:02,Plant03.Kiln3.Press,1194.923052
01-01-2025 00:02,Plant02.Kiln2.Temp,863.264356
01-01-2025 00:02,Plant02.Kiln2.Press,663.5217915
01-01-2025 00:02,Plant01.Kiln1.Temp,1114.860343
01-01-2025 00:02,Plant03.Kiln3.Temp,1078.990452
01-01-2025 00:02,Plant02.Kiln2.Temp,824.6269521
01-01-2025 00:02,Plant02.Kiln2.Press,342.7939231
01-01-2025 00:02,Plant01.Kiln1.Press,817.1925154
01-01-2025 00:02,Plant01.Kiln1.Press,124.1814634
01-01-2025 00:02,Plant01.Kiln1.Press,319.0270989
01-01-2025 00:02,Plant01.Kiln1.Temp,877.9804262
01-01-2025 00:02,Plant01.Kiln1.Temp,829.5096031
01-01-2025 00:02,Plant03.Kiln3.Press,222.4989491
01-01-2025 00:02,Plant01.Kiln1.Press,164.9276263
01-01-2025 00:02,Plant02.Kiln2.Temp,742.8629185
01-01-2025 00:02,Plant02.Kiln2.Press,1197.794134
01-01-2025 00:02,Plant02.Kiln2.Press,562.301393
01-01-2025 00:02,Plant02.Kiln2.Press,731.7283371
01-01-2025 00:02,Plant01.Kiln1.Press,917.6211923
01-01-2025 00:02,Plant02.Kiln2.Temp,851.5259437
01-01-2025 00:02,Plant01.Kiln1.Temp,1060.466196
01-01-2025 00:03,Plant02.Kiln2.Press,477.3178234
01-01-2025 00:03,Plant01.Kiln1.Press,730.2591012
01-01-2025 00:03,Plant03.Kiln3.Temp,989.2643238
01-01-2025 00:03,Plant01.Kiln1.Press,281.3371056
01-01-2025 00:03,Plant03.Kiln3.Temp,934.3669261
01-01-2025 00:03,Plant02.Kiln2.Temp,190.0186933
01-01-2025 00:03,Plant02.Kiln2.Press,1163.982862
01-01-2025 00:03,Plant01.Kiln1.Press,816.2945313
01-01-2025 00:03,Plant03.Kiln3.Press,1035.684448
01-01-2025 00:03,Plant01.Kiln1.Temp,673.4907203
01-01-2025 00:03,Plant01.Kiln1.Temp,1079.509741
01-01-2025 00:03,Plant02.Kiln2.Temp,186.7363775
01-01-2025 00:03,Plant03.Kiln3.Press,224.7291754
01-01-2025 00:03,Plant03.Kiln3.Temp,517.3436209
01-01-2025 00:03,Plant02.Kiln2.Press,1121.769663
01-01-2025 00:03,Plant03.Kiln3.Temp,133.8884433
01-01-2025 00:03,Plant01.Kiln1.Press,101.4050256
01-01-2025 00:03,Plant02.Kiln2.Temp,205.2675711
01-01-2025 00:03,Plant02.Kiln2.Temp,1000.113457
01-01-2025 00:03,Plant01.Kiln1.Press,984.7854284
01-01-2025 00:03,Plant02.Kiln2.Press,858.0315096
01-01-2025 00:03,Plant01.Kiln1.Press,434.4654167
01-01-2025 00:03,Plant03.Kiln3.Temp,720.7071233
01-01-2025 00:03,Plant03.Kiln3.Temp,224.1122085
01-01-2025 00:03,Plant03.Kiln3.Press,404.6103366
01-01-2025 00:03,Plant03.Kiln3.Press,389.837209
01-01-2025 00:03,Plant03.Kiln3.Temp,362.137907
01-01-2025 00:03,Plant03.Kiln3.Press,627.0113071
01-01-2025 00:03,Plant02.Kiln2.Temp,1013.989921
01-01-2025 00:03,Plant02.Kiln2.Press,603.780769
01-01-2025 00:03,Plant02.Kiln2.Press,901.251584
01-01-2025 00:03,Plant01.Kiln1.Temp,130.7045764
01-01-2025 00:03,Plant01.Kiln1.Press,1088.735776
01-01-2025 00:03,Plant02.Kiln2.Press,799.0805796
01-01-2025 00:03,Plant01.Kiln1.Press,1198.588766
01-01-2025 00:03,Plant03.Kiln3.Press,319.5023806
01-01-2025 00:03,Plant02.Kiln2.Press,845.5336855
01-01-2025 00:03,Plant02.Kiln2.Temp,458.8610304
01-01-2025 00:03,Plant01.Kiln1.Temp,219.1699494
01-01-2025 00:03,Plant03.Kiln3.Press,301.2877478
01-01-2025 00:03,Plant01.Kiln1.Press,1001.602205
01-01-2025 00:03,Plant02.Kiln2.Temp,79.79874419
01-01-2025 00:03,Plant03.Kiln3.Press,269.8282234
01-01-2025 00:03,Plant02.Kiln2.Press,306.7918524
01-01-2025 00:03,Plant03.Kiln3.Press,291.9248513
01-01-2025 00:03,Plant01.Kiln1.Temp,853.4171931
01-01-2025 00:03,Plant01.Kiln1.Temp,322.9479196
01-01-2025 00:03,Plant03.Kiln3.Temp,793.266325
01-01-2025 00:03,Plant03.Kiln3.Temp,1030.864098
01-01-2025 00:03,Plant03.Kiln3.Press,779.8058301
01-01-2025 00:03,Plant01.Kiln1.Press,719.886762
01-01-2025 00:03,Plant02.Kiln2.Temp,104.0527223
01-01-2025 00:03,Plant03.Kiln3.Temp,704.2683651
01-01-2025 00:03,Plant02.Kiln2.Temp,1163.7373
01-01-2025 00:03,Plant03.Kiln3.Press,87.05069565
01-01-2025 00:03,Plant03.Kiln3.Temp,297.9116967
01-01-2025 00:03,Plant01.Kiln1.Press,435.4762873
01-01-2025 00:03,Plant03.Kiln3.Press,498.2680905
01-01-2025 00:03,Plant01.Kiln1.Temp,939.3016652
01-01-2025 00:03,Plant03.Kiln3.Press,1112.805088
01-01-2025 00:04,Plant01.Kiln1.Press,843.8223395
01-01-2025 00:04,Plant02.Kiln2.Temp,484.7257741
01-01-2025 00:04,Plant02.Kiln2.Press,1149.865105
01-01-2025 00:04,Plant02.Kiln2.Temp,644.0093522
01-01-2025 00:04,Plant03.Kiln3.Press,236.9555619
01-01-2025 00:04,Plant01.Kiln1.Temp,1196.156323
01-01-2025 00:04,Plant02.Kiln2.Press,781.4203228
01-01-2025 00:04,Plant03.Kiln3.Temp,1162.857688
01-01-2025 00:04,Plant02.Kiln2.Press,463.1477062
01-01-2025 00:04,Plant01.Kiln1.Press,873.6584838
01-01-2025 00:04,Plant02.Kiln2.Temp,408.1264763
01-01-2025 00:04,Plant03.Kiln3.Press,1103.66939
01-01-2025 00:04,Plant02.Kiln2.Press,607.630552
01-01-2025 00:04,Plant01.Kiln1.Temp,488.1660868
01-01-2025 00:04,Plant02.Kiln2.Press,578.9549894
01-01-2025 00:04,Plant02.Kiln2.Temp,393.2021066
01-01-2025 00:04,Plant02.Kiln2.Press,254.7992167
01-01-2025 00:04,Plant03.Kiln3.Press,259.1938032
01-01-2025 00:04,Plant01.Kiln1.Temp,928.9743592
01-01-2025 00:04,Plant01.Kiln1.Press,888.4052636
01-01-2025 00:04,Plant01.Kiln1.Press,879.8624804
01-01-2025 00:04,Plant01.Kiln1.Temp,831.4962494
01-01-2025 00:04,Plant02.Kiln2.Press,428.3021143
01-01-2025 00:04,Plant01.Kiln1.Press,703.09589
01-01-2025 00:04,Plant01.Kiln1.Temp,459.0151477
01-01-2025 00:04,Plant02.Kiln2.Press,173.2325713
01-01-2025 00:04,Plant01.Kiln1.Temp,635.9196945
01-01-2025 00:04,Plant02.Kiln2.Press,1058.773296
01-01-2025 00:04,Plant03.Kiln3.Press,805.2796729
01-01-2025 00:04,Plant01.Kiln1.Temp,1168.751368
01-01-2025 00:04,Plant03.Kiln3.Press,634.8940973
01-01-2025 00:04,Plant01.Kiln1.Temp,114.9935208
01-01-2025 00:04,Plant02.Kiln2.Press,1090.966231
01-01-2025 00:04,Plant01.Kiln1.Press,749.5434173
01-01-2025 00:04,Plant03.Kiln3.Temp,1170.895583
01-01-2025 00:04,Plant02.Kiln2.Temp,617.3259117
01-01-2025 00:04,Plant01.Kiln1.Press,410.4600692
01-01-2025 00:04,Plant02.Kiln2.Press,744.2558721
01-01-2025 00:04,Plant01.Kiln1.Temp,249.2901783
01-01-2025 00:04,Plant02.Kiln2.Temp,512.907859
01-01-2025 00:04,Plant03.Kiln3.Press,386.4144726
01-01-2025 00:04,Plant03.Kiln3.Temp,121.0264466
01-01-2025 00:04,Plant03.Kiln3.Press,1032.861458
01-01-2025 00:04,Plant01.Kiln1.Press,290.214161
01-01-2025 00:04,Plant03.Kiln3.Press,715.3199032
01-01-2025 00:04,Plant02.Kiln2.Temp,966.2467555
01-01-2025 00:04,Plant03.Kiln3.Press,796.4305344
01-01-2025 00:04,Plant03.Kiln3.Temp,67.99390482
01-01-2025 00:04,Plant02.Kiln2.Temp,771.0228725
01-01-2025 00:04,Plant03.Kiln3.Temp,230.8416245
01-01-2025 00:04,Plant01.Kiln1.Temp,559.8701598
01-01-2025 00:04,Plant01.Kiln1.Temp,223.1715014
01-01-2025 00:04,Plant03.Kiln3.Press,986.2443949
01-01-2025 00:04,Plant03.Kiln3.Press,1149.304027
01-01-2025 00:04,Plant03.Kiln3.Press,1185.335123
01-01-2025 00:04,Plant01.Kiln1.Press,857.9134854
01-01-2025 00:04,Plant01.Kiln1.Press,1006.996152
01-01-2025 00:04,Plant01.Kiln1.Press,389.6150366
01-01-2025 00:04,Plant03.Kiln3.Temp,1142.29652
01-01-2025 00:04,Plant02.Kiln2.Press,595.667635
01-01-2025 00:05,Plant03.Kiln3.Temp,1135.813302
01-01-2025 00:05,Plant02.Kiln2.Press,473.1506207
01-01-2025 00:05,Plant02.Kiln2.Temp,57.35179459
01-01-2025 00:05,Plant03.Kiln3.Temp,1096.882062
01-01-2025 00:05,Plant01.Kiln1.Temp,846.6142604
01-01-2025 00:05,Plant01.Kiln1.Press,647.8918827
01-01-2025 00:05,Plant01.Kiln1.Temp,612.0384413
01-01-2025 00:05,Plant01.Kiln1.Press,671.4039744
01-01-2025 00:05,Plant03.Kiln3.Press,1158.090263
01-01-2025 00:05,Plant02.Kiln2.Temp,1089.158932
01-01-2025 00:05,Plant01.Kiln1.Press,619.395274
01-01-2025 00:05,Plant02.Kiln2.Press,1125.218766
01-01-2025 00:05,Plant02.Kiln2.Press,383.205538
01-01-2025 00:05,Plant03.Kiln3.Temp,1155.175315
01-01-2025 00:05,Plant02.Kiln2.Temp,1089.214319
01-01-2025 00:05,Plant01.Kiln1.Temp,148.2187764
01-01-2025 00:05,Plant02.Kiln2.Press,1131.208109
01-01-2025 00:05,Plant02.Kiln2.Temp,1063.298371
01-01-2025 00:05,Plant03.Kiln3.Press,309.448618
01-01-2025 00:05,Plant01.Kiln1.Press,929.4148458
01-01-2025 00:05,Plant01.Kiln1.Temp,484.6399957
01-01-2025 00:05,Plant03.Kiln3.Temp,1177.174886
01-01-2025 00:05,Plant01.Kiln1.Press,455.3131995
01-01-2025 00:05,Plant02.Kiln2.Temp,890.51621
01-01-2025 00:05,Plant02.Kiln2.Temp,445.8511411
01-01-2025 00:05,Plant03.Kiln3.Press,608.8702473
01-01-2025 00:05,Plant03.Kiln3.Press,110.0163675
01-01-2025 00:05,Plant03.Kiln3.Press,935.8312316
01-01-2025 00:05,Plant03.Kiln3.Temp,560.9233783
01-01-2025 00:05,Plant03.Kiln3.Press,808.7110023
01-01-2025 00:05,Plant03.Kiln3.Temp,998.0992735
01-01-2025 00:05,Plant02.Kiln2.Temp,717.6743022
01-01-2025 00:05,Plant01.Kiln1.Press,1005.798784
01-01-2025 00:05,Plant02.Kiln2.Temp,243.6488071
01-01-2025 00:05,Plant02.Kiln2.Temp,65.85451942
01-01-2025 00:05,Plant02.Kiln2.Temp,814.3527863
01-01-2025 00:05,Plant03.Kiln3.Press,1079.419702
01-01-2025 00:05,Plant01.Kiln1.Temp,387.4636283
01-01-2025 00:05,Plant03.Kiln3.Temp,714.4485247
01-01-2025 00:05,Plant02.Kiln2.Press,661.0872611
01-01-2025 00:05,Plant01.Kiln1.Press,893.9402381
01-01-2025 00:05,Plant01.Kiln1.Temp,433.2715356
01-01-2025 00:05,Plant01.Kiln1.Press,596.8921854
01-01-2025 00:05,Plant02.Kiln2.Press,940.666203
01-01-2025 00:05,Plant01.Kiln1.Temp,954.8035042
01-01-2025 00:05,Plant03.Kiln3.Temp,65.37490975
01-01-2025 00:05,Plant02.Kiln2.Press,804.9415231
01-01-2025 00:05,Plant01.Kiln1.Temp,116.6064366
01-01-2025 00:05,Plant02.Kiln2.Press,681.8681715
01-01-2025 00:05,Plant02.Kiln2.Temp,1052.259718
01-01-2025 00:05,Plant01.Kiln1.Press,132.083498
01-01-2025 00:05,Plant02.Kiln2.Press,973.1956796
01-01-2025 00:05,Plant01.Kiln1.Temp,972.0181834
01-01-2025 00:05,Plant03.Kiln3.Temp,846.0201314
01-01-2025 00:05,Plant01.Kiln1.Press,566.4605423
01-01-2025 00:05,Plant03.Kiln3.Press,890.8682751
01-01-2025 00:05,Plant01.Kiln1.Temp,982.0030392
01-01-2025 00:05,Plant03.Kiln3.Press,272.5538783
01-01-2025 00:05,Plant01.Kiln1.Temp,529.6546973
01-01-2025 00:05,Plant02.Kiln2.Press,68.49616552
01-01-2025 00:06,Plant03.Kiln3.Temp,866.5561483
01-01-2025 00:06,Plant01.Kiln1.Press,1051.182166
01-01-2025 00:06,Plant03.Kiln3.Temp,222.3789021
01-01-2025 00:06,Plant01.Kiln1.Temp,577.6144789
01-01-2025 00:06,Plant02.Kiln2.Temp,749.1889637
01-01-2025 00:06,Plant03.Kiln3.Temp,627.2201048
01-01-2025 00:06,Plant01.Kiln1.Temp,178.5426569
01-01-2025 00:06,Plant03.Kiln3.Temp,170.4917446
01-01-2025 00:06,Plant03.Kiln3.Temp,962.4415301
01-01-2025 00:06,Plant01.Kiln1.Press,86.49032605
01-01-2025 00:06,Plant03.Kiln3.Press,532.1090382
01-01-2025 00:06,Plant03.Kiln3.Press,181.7470351
01-01-2025 00:06,Plant03.Kiln3.Temp,160.6951071
01-01-2025 00:06,Plant01.Kiln1.Temp,1059.422519
01-01-2025 00:06,Plant01.Kiln1.Temp,930.0445689
01-01-2025 00:06,Plant01.Kiln1.Press,415.4343119
01-01-2025 00:06,Plant01.Kiln1.Temp,358.1761435
01-01-2025 00:06,Plant03.Kiln3.Press,52.8635867
01-01-2025 00:06,Plant01.Kiln1.Temp,98.82499395
01-01-2025 00:06,Plant03.Kiln3.Press,667.8396962
01-01-2025 00:06,Plant03.Kiln3.Press,965.1697813
01-01-2025 00:06,Plant03.Kiln3.Temp,74.62890249
01-01-2025 00:06,Plant03.Kiln3.Press,238.8131783
01-01-2025 00:06,Plant02.Kiln2.Press,516.6093647
01-01-2025 00:06,Plant01.Kiln1.Press,345.9776173
01-01-2025 00:06,Plant03.Kiln3.Press,372.6788535
01-01-2025 00:06,Plant01.Kiln1.Press,501.5031363
01-01-2025 00:06,Plant01.Kiln1.Press,356.7542338
01-01-2025 00:06,Plant01.Kiln1.Temp,583.9950397
01-01-2025 00:06,Plant01.Kiln1.Press,286.9095461
01-01-2025 00:06,Plant03.Kiln3.Press,917.8034845
01-01-2025 00:06,Plant02.Kiln2.Press,605.9019773
01-01-2025 00:06,Plant03.Kiln3.Temp,808.2582866
01-01-2025 00:06,Plant02.Kiln2.Temp,400.8975778
01-01-2025 00:06,Plant01.Kiln1.Press,1159.663672
01-01-2025 00:06,Plant03.Kiln3.Temp,954.9039027
01-01-2025 00:06,Plant03.Kiln3.Temp,642.2498105
01-01-2025 00:06,Plant01.Kiln1.Temp,1134.326313
01-01-2025 00:06,Plant03.Kiln3.Press,326.2653456
01-01-2025 00:06,Plant01.Kiln1.Temp,146.9710374
01-01-2025 00:06,Plant02.Kiln2.Temp,667.6586112
01-01-2025 00:06,Plant01.Kiln1.Press,663.6441138
01-01-2025 00:06,Plant03.Kiln3.Press,553.2607032
01-01-2025 00:06,Plant01.Kiln1.Press,545.9198145
01-01-2025 00:06,Plant01.Kiln1.Press,1151.212564
01-01-2025 00:06,Plant01.Kiln1.Press,853.4341035
01-01-2025 00:06,Plant02.Kiln2.Temp,82.22646643
01-01-2025 00:06,Plant01.Kiln1.Temp,1103.332497
01-01-2025 00:06,Plant03.Kiln3.Temp,608.9758187
01-01-2025 00:06,Plant02.Kiln2.Temp,311.4516773
01-01-2025 00:06,Plant02.Kiln2.Press,1134.686614
01-01-2025 00:06,Plant03.Kiln3.Press,737.1916551
01-01-2025 00:06,Plant02.Kiln2.Temp,951.6671937
01-01-2025 00:06,Plant03.Kiln3.Temp,1104.942978
01-01-2025 00:06,Plant03.Kiln3.Press,778.4550648
01-01-2025 00:06,Plant01.Kiln1.Temp,824.8114104
01-01-2025 00:06,Plant03.Kiln3.Temp,523.7151553
01-01-2025 00:06,Plant02.Kiln2.Press,1160.064131
01-01-2025 00:06,Plant03.Kiln3.Press,1011.022267
01-01-2025 00:06,Plant02.Kiln2.Temp,297.3229888
01-01-2025 00:07,Plant02.Kiln2.Temp,520.4935553
01-01-2025 00:07,Plant02.Kiln2.Temp,412.0288511
01-01-2025 00:07,Plant02.Kiln2.Temp,1129.659467
01-01-2025 00:07,Plant03.Kiln3.Press,841.9119947
01-01-2025 00:07,Plant03.Kiln3.Temp,688.8178661
01-01-2025 00:07,Plant01.Kiln1.Temp,1107.934421
01-01-2025 00:07,Plant02.Kiln2.Press,213.7960913
01-01-2025 00:07,Plant01.Kiln1.Press,812.3951576
01-01-2025 00:07,Plant03.Kiln3.Press,802.8627186
01-01-2025 00:07,Plant01.Kiln1.Temp,1057.550087
01-01-2025 00:07,Plant02.Kiln2.Temp,355.1127154
01-01-2025 00:07,Plant01.Kiln1.Press,592.2288305
01-01-2025 00:07,Plant02.Kiln2.Press,806.1451932
01-01-2025 00:07,Plant03.Kiln3.Press,1121.421921
01-01-2025 00:07,Plant03.Kiln3.Press,1067.287131
01-01-2025 00:07,Plant03.Kiln3.Temp,343.3673244
01-01-2025 00:07,Plant02.Kiln2.Press,889.2084137
01-01-2025 00:07,Plant01.Kiln1.Press,734.556608
01-01-2025 00:07,Plant02.Kiln2.Temp,120.5724581
01-01-2025 00:07,Plant02.Kiln2.Press,310.6494457
01-01-2025 00:07,Plant01.Kiln1.Temp,310.5960394
01-01-2025 00:07,Plant03.Kiln3.Press,1076.655095
01-01-2025 00:07,Plant02.Kiln2.Temp,154.5413712
01-01-2025 00:07,Plant02.Kiln2.Press,427.7838004
01-01-2025 00:07,Plant01.Kiln1.Temp,1123.144268
